Counter (ms), LH - Accel: X,LH - Accel: Y,LH - Accel: Z,LH - ADC Channel 1,LH - ADC Channel 2,LH - ADC Channel 3,LH - ADC Channel 4,LH - ADC Channel 5,LH - ADC Channel 6,LH - ADC Channel 7, RH - Accel: X,RH - Accel: Y,RH - Accel: Z,RH - ADC Channel 1,RH - ADC Channel 2,RH - ADC Channel 3,RH - ADC Channel 4,RH - ADC Channel 5,RH - ADC Channel 6,RH - ADC Channel 7, Pelvis - Accel: X, Pelvis - Accel: Y, Pelvis - Accel: Z  
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-86,-10
17,80,-15,10,13,67,83,35,50,105,37,80,1,12,47,76,-1,42,41,4,182,0,-86,-10
27,80,-13,12,13,66,83,36,50,107,37,80,0,10,49,76,0,45,40,6,181,0,-86,-8
37,80,-11,11,14,65,83,35,51,107,36,80,0,8,48,77,-1,43,41,5,186,1,-99,-7
46,64,-12,11,14,67,82,36,50,106,37,80,0,9,49,77,0,43,40,4,179,0,-98,-12
56,80,-14,11,14,65,84,36,50,107,35,80,0,10,49,76,0,42,39,6,182,-5,-101,-12
66,80,-13,15,13,66,84,35,50,107,36,80,1,9,49,75,0,44,41,4,182,-11,-93,-10
76,80,-14,12,14,65,82,37,50,107,37,80,2,9,47,78,-2,42,35,4,182,-13,-87,-9
84,80,-13,12,13,66,83,36,52,106,36,80,1,10,48,76,-1,42,41,5,181,-13,-79,-13
94,80,-10,12,13,66,84,35,51,110,37,80,1,11,47,76,0,43,39,6,180,-5,-77,-14
104,64,-14,12,14,66,83,35,50,107,37,80,1,9,47,76,-1,45,41,5,181,-3,-73,-14
114,80,-10,11,15,67,83,35,50,106,35,80,2,11,47,76,-6,42,39,4,181,0,-72,-15
123,80,-12,11,14,66,83,37,50,106,36,80,1,9,48,77,-1,42,40,4,181,-1,-68,-13
133,80,-11,11,14,65,89,35,51,106,36,80,0,9,47,74,-1,42,40,3,181,0,-76,-14
143,80,-14,11,13,64,76,35,50,107,36,80,1,10,48,76,-1,42,40,5,180,-3,-79,-15
152,80,-14,10,14,64,82,35,50,107,35,80,1,11,48,76,-1,44,40,4,181,-3,-82,-13
162,80,-13,13,14,66,82,36,50,107,37,80,2,10,47,76,0,42,39,4,182,-4,-84,-11
171,80,-14,8,13,66,83,35,50,106,37,80,1,9,47,75,1,42,40,6,181,-5,-90,-10
181,64,-11,11,14,66,84,36,49,107,37,80,1,9,48,76,0,44,40,4,182,-4,-94,-9
191,80,-10,11,13,65,83,35,50,106,35,80,2,11,47,75,-2,44,41,5,182,-3,-94,-12
201,80,-14,10,13,66,84,36,49,107,36,80,0,10,47,75,-1,42,40,5,181,-3,-90,-11
210,80,-13,13,13,65,82,34,51,106,36,80,1,10,47,74,0,41,39,5,182,-2,-87,-11
219,80,-14,12,14,65,83,33,50,107,28,80,1,12,47,75,0,43,40,5,181,-3,-83,-12
229,80,-14,10,13,66,83,34,50,107,36,80,1,9,48,77,0,42,40,4,180,-3,-81,-14
239,64,-11,11,13,66,82,31,49,107,36,80,2,10,48,76,0,43,41,3,181,-3,-82,-12
248,80,-11,9,14,66,83,35,49,109,36,80,1,9,48,75,-1,42,40,4,182,-4,-79,-14
258,64,-13,10,13,65,82,35,51,107,36,80,0,10,47,76,-2,42,40,4,181,-3,-79,-13
268,80,-12,10,14,66,82,35,50,106,36,80,2,10,48,76,-2,43,41,4,182,-4,-80,-11
278,80,-13,11,13,61,82,36,51,106,35,80,1,11,47,75,-2,41,40,4,180,-3,-80,-14
287,64,-12,12,15,66,82,34,50,108,34,80,1,8,48,74,-1,43,40,4,182,0,-83,-13
296,80,-11,10,14,66,82,36,50,107,35,80,1,8,47,74,-1,43,39,4,181,-2,-84,-11
306,80,-13,12,13,65,81,35,50,107,35,80,0,10,49,75,-2,42,39,5,181,-2,-86,-11
316,80,-12,11,14,65,81,36,49,108,36,80,1,10,48,76,-1,41,39,3,181,-3,-85,-12
326,80,-11,9,15,67,81,36,50,108,36,80,2,9,48,75,0,42,39,4,181,-5,-87,-14
335,80,-15,12,14,66,81,36,49,107,35,80,0,10,48,75,-1,42,41,4,182,-3,-86,-14
345,80,-11,10,14,65,81,34,51,107,35,80,0,11,49,76,1,42,40,5,181,-2,-84,-12
355,64,-12,12,13,66,82,33,49,107,35,80,0,8,48,75,-2,41,39,4,181,-2,-82,-11
364,80,-13,10,14,66,82,36,50,106,38,80,0,11,47,76,0,44,40,3,181,-2,-82,-13
373,64,-13,7,13,67,82,35,50,107,37,80,1,8,48,76,0,42,40,4,181,-4,-81,-13
383,80,-11,9,14,65,82,34,50,107,36,80,0,9,47,77,-1,42,40,7,182,-2,-82,-12
393,80,-13,12,14,66,82,35,50,107,36,80,2,11,48,76,-1,42,39,4,182,-1,-80,-14
403,80,-12,11,15,66,82,35,50,106,37,80,2,11,48,76,-1,44,40,5,181,-2,-80,-13
412,80,-11,11,14,66,82,36,50,106,36,80,1,10,48,76,0,43,41,4,182,-5,-80,-10
422,80,-12,11,14,65,81,35,49,107,36,80,2,11,48,77,0,43,38,5,182,-4,-83,-12
432,80,-13,9,12,67,81,35,49,106,36,80,1,10,49,76,0,43,40,3,182,-4,-84,-13
441,80,-13,10,13,65,81,36,49,106,35,80,1,11,48,76,0,43,41,5,182,-3,-83,-12
451,80,-10,13,14,67,82,35,50,106,35,80,1,9,48,76,1,42,40,5,181,-1,-82,-12
460,80,-13,11,13,67,81,35,49,106,36,80,1,11,46,76,-7,41,40,6,182,-2,-83,-14
470,64,-9,9,14,66,81,35,50,106,36,80,1,11,48,77,-2,44,40,6,182,-5,-82,-13
480,80,-10,10,14,68,81,35,49,107,36,80,0,11,48,76,0,43,40,4,182,-1,-81,-13
490,80,-12,11,14,65,80,35,50,105,35,80,1,10,48,76,0,43,40,5,181,-1,-80,-12
499,80,-12,13,13,66,81,36,50,106,36,80,1,9,47,76,-2,42,40,4,184,-3,-84,-12
508,80,-13,11,13,62,82,34,49,106,35,80,1,9,48,76,-2,42,39,5,181,-3,-83,-14
518,80,-14,12,13,66,81,36,51,107,37,80,1,10,48,77,0,43,40,4,181,-2,-81,-16
528,80,-11,10,13,65,81,35,49,105,36,80,2,10,48,75,-1,43,41,5,181,0,-84,-11
537,80,-12,12,14,66,81,34,50,106,35,80,1,12,49,75,-1,42,40,4,183,1,-83,-13
547,80,-11,9,14,66,82,36,50,105,35,80,3,11,47,74,0,42,40,4,181,-2,-82,-14
557,80,-13,10,14,67,81,34,50,106,36,80,2,11,48,76,-1,43,39,4,182,-1,-83,-12
567,80,-14,9,13,66,81,34,51,106,36,80,2,9,47,75,1,43,41,4,182,-3,-83,-12
576,80,-13,10,13,66,81,35,50,107,35,80,1,9,48,75,-3,42,40,4,182,-1,-83,-15
585,80,-14,9,13,66,82,35,49,106,35,80,2,9,49,75,0,44,40,5,182,-1,-86,-14
595,80,-12,13,12,67,83,35,52,106,35,80,1,10,48,75,0,42,41,5,181,-2,-87,-14
605,80,-14,11,13,66,81,35,50,106,35,80,0,12,48,75,1,43,41,5,181,-3,-85,-12
615,64,-12,10,13,66,81,35,50,107,36,80,1,10,46,76,0,42,41,6,182,-3,-84,-11
624,80,-13,12,14,65,82,35,56,107,35,80,1,10,48,76,-1,43,40,3,182,-1,-83,-12
634,80,-13,12,13,66,82,35,51,105,35,80,2,13,48,75,0,44,39,6,181,-2,-85,-12
644,64,-14,12,14,65,81,35,50,107,36,80,0,10,49,75,-3,44,39,4,182,-3,-82,-12
653,80,-9,13,13,64,81,35,50,107,35,80,1,9,48,75,0,42,40,4,181,-3,-84,-11
662,80,-10,11,14,65,81,36,50,106,35,80,1,9,49,75,2,42,40,4,181,-6,-83,-11
672,80,-12,13,14,65,81,34,50,107,35,80,1,10,48,74,-2,41,40,4,180,-2,-87,-12
682,80,-11,10,13,65,79,35,50,107,35,80,0,12,48,75,0,42,41,4,180,-4,-83,-7
692,80,-13,12,13,65,80,34,48,109,33,80,0,11,47,72,0,42,39,4,180,-3,-84,-10
701,64,-12,12,13,64,82,33,49,110,32,80,2,11,46,72,-2,40,39,4,180,-5,-83,-11
711,64,-13,11,13,64,81,33,48,111,32,80,2,10,58,72,0,40,39,4,180,-5,-83,-13
720,64,-13,13,12,62,81,33,47,113,32,80,1,10,45,69,-2,39,36,4,178,-3,-82,-12
730,64,-12,12,11,62,81,31,45,113,31,80,0,11,42,66,1,38,36,3,177,-2,-82,-13
739,64,-12,10,14,61,81,30,43,117,30,80,-1,11,42,62,-2,35,37,3,174,-3,-80,-11
749,64,-12,11,11,60,81,27,40,119,26,80,1,11,38,58,-1,34,30,3,173,-8,-80,-15
759,80,-12,10,12,59,83,26,36,122,23,80,1,10,35,52,-1,35,20,1,167,-6,-82,-13
769,80,-12,9,10,56,82,19,35,125,22,80,0,11,34,46,-1,33,21,0,164,-6,-82,-13
779,64,-11,11,9,57,82,24,33,128,19,80,1,11,32,43,-2,33,19,1,156,-5,-79,-12
787,80,-13,12,8,55,81,21,31,132,12,80,1,9,31,39,0,31,17,-1,151,-6,-80,-9
797,80,-14,12,9,54,83,19,28,133,16,80,1,11,29,37,0,32,16,-2,147,-6,-79,-12
807,80,-14,10,9,54,84,17,27,137,16,80,2,10,27,34,-2,29,17,-2,141,-8,-80,-12
817,80,-13,11,7,53,83,17,25,140,15,80,2,8,24,31,0,28,16,0,137,-7,-82,-14
826,80,-12,9,8,52,83,16,22,142,14,80,1,13,21,30,0,28,13,0,132,-6,-80,-14
836,80,-13,9,6,51,84,13,22,144,13,80,1,10,18,29,1,27,11,-2,125,-7,-83,-13
846,80,-12,13,6,51,83,15,19,146,13,80,1,9,19,27,-1,26,10,-1,120,-6,-83,-12
855,64,-15,12,7,51,84,14,18,150,12,80,1,9,16,25,0,26,10,0,115,-8,-82,-11
864,80,-14,11,6,51,84,13,17,150,12,80,1,11,17,24,0,25,5,-2,109,-5,-81,-12
874,80,-14,12,6,51,85,14,19,152,12,80,1,10,15,23,-1,27,9,0,106,-10,-83,-9
884,80,-10,13,6,52,83,13,18,152,13,80,2,10,18,22,0,26,9,-1,106,-13,-82,-11
894,80,-11,11,7,51,84,13,19,154,12,80,1,9,17,16,-1,26,9,-2,99,-13,-81,-9
903,64,-13,12,7,52,85,14,19,155,13,80,3,12,17,20,1,26,8,0,98,-12,-80,-10
913,80,-10,10,6,51,85,13,19,156,12,80,1,8,17,21,0,26,10,-2,99,-15,-80,-10
922,80,-14,13,7,51,85,14,20,156,12,80,1,10,17,21,1,25,8,0,99,-12,-82,-10
932,80,-11,8,6,52,85,13,19,157,13,80,1,10,17,21,1,26,9,-2,100,-10,-82,-9
942,64,-12,9,7,52,84,12,20,156,13,80,0,10,21,20,-1,26,9,-4,99,-6,-87,-10
951,80,-12,8,7,52,86,14,20,156,13,80,1,9,16,20,-1,26,8,-1,100,-4,-92,-9
961,64,-11,11,7,52,85,16,19,159,14,80,2,10,16,20,-2,24,8,0,102,-5,-95,-9
971,80,-11,10,6,52,86,14,21,159,13,80,1,10,14,20,0,24,8,-1,98,-2,-96,-10
981,64,-12,10,7,52,85,13,21,159,14,80,1,9,12,20,-2,23,8,1,98,-8,-97,-10
990,80,-14,11,7,53,85,14,22,160,14,80,1,10,11,19,0,24,10,0,100,-9,-94,-6
999,64,-15,12,6,53,86,13,22,161,14,80,1,10,13,17,-1,22,7,-5,96,-9,-94,-8
1009,80,-11,11,8,52,86,14,22,162,14,80,2,10,10,16,1,22,7,-1,94,-12,-90,-8
1019,80,-13,11,7,52,84,14,22,161,13,80,1,11,9,16,1,19,8,0,96,-14,-85,-8
1028,80,-12,10,7,52,85,13,22,162,12,80,1,9,9,15,0,26,6,-2,91,-12,-83,-7
1038,80,-11,12,7,53,84,14,21,163,12,80,1,9,8,17,0,24,3,-1,88,-10,-83,-8
1048,80,-13,12,7,53,85,12,22,164,12,80,1,8,6,14,0,21,4,-2,87,-11,-81,-9
1058,64,-12,9,8,53,86,13,22,165,11,80,1,9,5,14,-1,22,2,-1,87,-10,-78,-7
1066,80,-13,9,8,53,85,12,21,166,11,80,1,10,6,13,0,22,4,0,84,-8,-80,-10
1076,80,-12,10,7,52,85,13,22,164,11,80,1,8,6,14,0,21,2,-2,84,-7,-83,-10
1086,80,-12,11,7,53,85,12,21,165,9,80,2,9,5,13,-1,22,0,0,87,-10,-84,-8
1096,80,-12,13,8,52,83,12,20,165,12,80,1,10,5,12,-1,22,1,1,82,-6,-81,-10
1106,64,-13,11,7,52,84,11,20,167,9,80,2,9,6,12,0,23,-1,0,84,-11,-79,-8
1115,80,-13,9,7,53,83,11,19,164,9,80,3,8,5,12,-1,25,0,-1,85,-10,-81,-8
1125,80,-11,13,8,51,83,12,19,163,8,80,4,9,5,14,-2,22,0,0,86,-13,-83,-5
1134,80,-13,11,8,52,80,11,18,163,8,80,2,10,8,14,-2,22,2,0,86,-12,-83,-5
1144,80,-11,10,9,52,77,10,18,163,9,80,1,8,0,14,0,21,2,-2,87,-10,-81,-6
1153,80,-11,10,6,50,74,10,17,162,6,80,4,10,6,15,0,22,4,-1,91,-8,-82,-7
1163,80,-13,10,9,50,70,11,16,159,9,80,3,11,8,16,0,24,3,-1,95,-8,-80,-7
1173,80,-15,8,7,49,64,9,16,156,6,80,2,9,10,17,0,22,3,-1,94,-3,-78,-5
1183,80,-15,10,5,49,58,9,17,152,9,80,1,10,10,18,0,24,5,0,97,-2,-79,-8
1192,80,-14,8,5,49,53,7,16,147,4,80,1,9,9,19,-2,23,6,0,101,2,-77,-10
1202,80,-14,11,4,48,48,7,13,141,3,80,1,10,10,21,-1,24,6,-2,107,2,-77,-8
1211,80,-13,14,5,44,44,8,13,133,3,80,1,9,13,23,0,26,8,-1,115,4,-78,-9
1221,80,-14,11,4,45,36,6,12,126,2,80,2,9,13,23,0,23,8,0,122,3,-80,-10
1230,80,-14,11,3,41,28,3,11,116,3,80,1,8,16,24,0,26,11,-1,131,5,-80,-14
1240,80,-13,11,2,40,23,2,9,105,4,80,2,12,16,26,-1,26,12,0,140,3,-78,-16
1250,80,-13,9,3,37,16,1,10,90,1,80,3,12,19,28,0,25,12,0,150,0,-81,-17
1260,80,-15,7,3,34,14,-1,10,70,1,80,1,9,20,30,0,26,16,0,157,-3,-86,-16
1270,80,-12,6,2,31,11,0,10,53,2,80,1,11,23,28,-1,27,18,0,166,-4,-84,-17
1278,80,-16,5,3,28,7,2,9,35,2,80,2,12,25,32,1,29,19,1,173,-7,-84,-12
1288,112,-23,-4,2,26,6,1,9,21,2,80,1,10,27,34,-2,28,21,1,176,-12,-88,-11
1298,144,-25,11,1,23,5,1,10,12,0,80,2,9,28,37,0,28,23,0,182,-8,-89,-10
1308,112,-22,-12,1,23,4,1,10,7,5,80,0,10,32,41,-1,28,25,0,182,-8,-88,-10
1317,112,-5,-20,1,22,2,1,8,5,3,80,-1,8,29,43,-2,28,26,2,186,-3,-88,-10
1327,144,11,-31,1,22,1,1,6,5,2,80,1,9,30,44,-2,29,28,1,191,-3,-88,-8
1337,128,23,-47,2,20,1,1,6,5,2,80,1,10,32,46,0,30,29,1,196,0,-87,-7
1347,96,42,-66,1,20,-2,1,6,4,1,80,1,9,33,50,-2,29,30,2,198,0,-87,-3
1355,64,48,-92,4,20,1,0,6,6,2,80,1,8,34,50,0,28,29,-3,204,4,-86,-5
1365,48,47,-101,1,23,2,1,6,5,3,80,1,8,34,53,1,27,32,2,206,12,-91,-4
1375,48,49,-100,2,20,0,1,7,5,1,80,1,7,35,54,0,28,32,2,209,16,-86,-2
1385,32,54,-109,1,22,-2,1,6,4,1,80,1,7,36,55,-1,26,34,3,214,18,-87,-6
1394,48,41,-112,0,21,1,1,7,4,2,80,1,8,37,55,1,26,36,1,218,20,-89,-4
1404,64,22,-100,9,23,1,1,8,4,2,80,2,8,38,58,-2,28,36,2,220,22,-87,-6
1414,64,6,-97,1,22,1,1,6,4,2,80,-1,9,40,60,-2,25,35,3,224,22,-89,-4
1423,82,1,9,43,62,1,25,38,4,227,83,0,8,42,64,1,25,39,3,231,17,-87,-5
1433,48,1,-89,2,21,1,1,8,3,2,80,1,7,45,65,2,25,38,4,233,9,-89,-7
1442,64,-5,-84,1,21,1,1,8,3,5,80,0,9,45,68,2,25,39,4,236,-2,-84,-6
1452,64,-8,-75,2,20,1,0,7,3,2,80,-1,11,47,73,0,24,41,3,240,-11,-83,-6
1462,80,-2,-64,0,19,0,0,9,3,8,80,0,9,40,75,-1,24,42,3,243,-15,-82,-7
1472,80,-1,-52,1,18,1,0,8,2,-3,80,-1,9,49,78,-2,25,43,3,248,-15,-79,-5
1481,80,2,-49,0,17,1,2,8,4,2,80,1,10,52,78,-1,25,44,3,252,-15,-78,-6
1490,48,4,-44,1,16,1,2,10,2,1,80,0,10,52,82,-1,24,47,4,258,-11,-76,-7
1500,48,-2,-46,1,16,-1,0,9,2,1,80,1,10,55,86,-1,27,51,5,261,-5,-75,-7
1510,64,-17,-40,1,17,2,1,9,4,1,80,1,10,58,92,-1,28,54,4,267,0,-76,-5
1519,80,-30,-28,0,18,1,0,10,3,1,80,1,9,60,96,0,28,54,5,271,2,-75,-4
1529,96,-41,-24,1,17,0,0,8,3,1,80,0,11,64,101,0,27,58,6,275,1,-75,-6
1539,96,-50,-17,1,16,2,5,10,2,2,80,1,9,68,106,0,27,61,7,278,3,-78,-5
1549,96,-52,-17,1,15,1,0,11,3,2,80,0,9,70,111,-2,28,63,8,275,0,-79,-4
1558,80,-41,-16,1,16,0,2,9,5,2,80,1,10,73,116,1,31,69,7,280,0,-78,-6
1567,80,-28,-13,0,16,1,2,10,2,1,80,1,7,78,123,-1,32,74,9,282,0,-76,-3
1577,80,-17,-14,0,17,1,2,10,3,2,80,0,9,84,128,-1,33,76,10,283,0,-75,-1
1587,64,-8,-16,2,16,1,1,9,2,2,80,-1,10,89,134,-1,35,81,9,282,-1,-71,1
1597,64,-4,-16,1,17,0,2,11,3,2,80,0,6,95,141,0,34,85,10,285,1,-69,-1
1606,80,0,-11,1,16,2,1,10,2,2,80,0,10,102,150,-1,37,92,12,286,0,-70,-2
1616,96,3,-7,1,17,4,0,10,0,2,80,0,10,108,158,0,37,96,10,286,1,-70,-1
1626,96,4,-6,2,18,1,1,10,2,1,80,0,9,114,164,-2,37,101,10,288,0,-73,1
1635,96,2,3,1,17,1,-1,9,3,3,80,0,9,124,169,-1,40,108,11,288,-1,-76,1
1644,96,5,2,0,18,1,1,8,2,2,80,1,8,131,177,-1,38,114,11,290,2,-76,3
1654,96,3,9,0,19,0,2,11,1,2,80,0,7,135,188,0,40,120,10,289,1,-83,4
1664,96,-1,17,0,19,1,1,10,2,1,80,0,11,144,196,-1,39,127,12,291,0,-83,4
1674,96,-2,20,0,20,2,1,9,2,2,80,0,10,148,207,0,41,134,12,292,2,-87,5
1683,96,-4,29,1,20,1,1,9,1,2,80,-1,9,156,218,1,42,141,12,291,3,-87,5
1693,96,-5,37,1,19,1,1,10,3,3,80,-1,9,165,229,-1,44,150,14,291,1,-85,3
1702,96,-11,43,1,20,1,1,10,2,1,80,-1,9,171,244,-1,45,161,12,290,-1,-92,2
1712,96,-24,54,1,19,0,1,8,3,2,80,0,8,175,256,1,47,168,14,290,0,-91,3
1722,96,-42,65,1,22,0,1,10,2,1,96,-1,10,187,265,0,48,177,13,283,1,-91,1
1731,96,-73,79,0,20,1,2,9,1,3,96,0,10,197,277,-1,53,188,16,278,0,-94,3
1741,96,-99,92,0,20,-1,1,11,1,3,96,0,9,210,288,-1,58,196,17,267,2,-96,2
1751,80,-115,100,2,21,0,1,10,2,3,96,0,10,220,300,0,60,208,18,247,2,-96,3
1761,80,-84,106,1,21,0,0,10,3,2,96,0,9,232,313,1,67,217,18,224,1,-81,5
1770,96,-57,113,0,21,1,1,10,3,3,96,0,9,245,326,0,78,230,19,196,1,-98,6
1779,112,-23,121,1,22,1,1,10,2,4,96,0,11,259,337,0,85,238,23,171,-2,-98,5
1789,112,2,114,1,22,2,0,11,3,3,96,-1,9,272,346,0,93,246,25,143,1,-97,5
1799,96,13,113,1,22,2,0,11,2,3,112,-2,11,281,358,-1,106,253,28,122,1,-95,8
1808,96,1,116,1,21,0,0,10,2,3,112,-6,9,292,367,1,123,260,31,108,5,-93,8
1818,96,-6,118,0,22,2,1,9,2,3,112,-2,9,299,375,-1,142,266,37,94,8,-92,9
1828,304,-3,-18,2,19,0,0,7,4,3,112,0,10,307,380,-1,162,272,40,87,10,-87,11
1838,256,38,50,0,16,1,-1,6,7,2,112,-1,8,312,380,1,181,273,44,80,11,-86,11
1846,0,57,-275,0,13,2,0,6,16,1,112,0,8,316,380,-2,205,272,48,77,2,-88,12
1856,0,90,-80,1,13,1,1,3,29,2,128,0,8,315,374,0,235,264,59,70,-4,-94,16
1866,160,38,52,1,16,2,0,4,41,1,128,-7,7,311,360,0,263,247,64,68,-15,-98,14
1876,48,27,-22,1,16,3,0,3,54,2,144,-8,6,303,338,0,293,224,72,61,-27,-103,13
1886,80,-58,-27,0,20,5,0,3,69,2,144,-5,3,295,308,-1,320,206,80,57,-44,-109,10
1895,208,-91,54,1,24,6,1,2,86,1,144,-7,2,287,274,-1,345,183,88,50,-56,-111,7
1905,48,-57,-34,0,29,6,2,3,112,0,144,-3,-1,282,241,-2,371,161,94,45,-67,-112,2
1914,-16,-30,-21,1,32,6,1,3,134,3,160,0,-6,282,207,-1,392,142,104,41,-71,-110,-3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2224,80,-8,11,0,0,0,0,0,0,0,96,-37,-38,0,0,0,0,0,0,0,-8,-46,-11
2234,80,-7,12,10,28,113,39,35,191,43,96,-46,-36,8,5,0,14,1,-2,0,-1,-53,-12
2244,80,-7,10,10,32,118,41,36,182,45,112,-48,-28,9,3,-2,10,1,-1,0,4,-55,-15
2254,80,-8,11,11,32,120,42,37,173,49,128,-23,-23,9,5,1,10,2,0,0,9,-62,-10
2263,80,-6,11,11,34,128,44,41,168,53,128,-2,-21,9,4,-1,10,1,0,0,7,-66,-8
2272,80,-9,11,14,36,125,47,43,159,59,128,5,-18,4,5,-1,10,1,0,-1,4,-78,-6
2282,80,-5,10,15,36,127,47,47,150,64,144,-1,-18,9,4,1,11,-1,0,-1,2,-83,-7
2292,80,-9,10,13,37,133,51,48,144,66,160,-7,-14,9,6,-2,9,1,-2,-1,2,-88,-3
2301,80,-10,14,15,41,136,55,53,137,67,176,1,-7,9,6,-1,9,0,0,0,1,-96,0
2311,80,-9,8,19,44,138,57,56,126,74,176,2,7,10,5,-7,10,0,-2,0,0,-104,2
2321,80,-9,9,19,44,142,60,60,115,76,192,0,10,10,6,0,10,1,0,1,0,-103,0
2331,80,-10,9,17,44,143,64,66,108,80,192,-12,14,12,5,0,10,2,0,1,0,-110,2
2339,80,-12,9,20,47,146,69,71,98,89,192,-25,21,10,6,-1,11,1,0,0,2,-103,6
2349,80,-9,9,20,48,149,73,77,86,93,192,-31,23,10,5,1,9,-1,5,0,3,-96,3
2359,80,-7,9,23,51,150,80,84,77,100,192,-27,29,10,5,-2,10,0,0,0,1,-88,4
2369,80,-8,9,25,54,154,83,93,67,105,192,-17,36,9,6,-1,10,0,0,-1,-3,-78,5
2378,80,-10,10,26,60,155,89,102,54,112,192,-11,45,10,6,-1,9,2,-2,-1,-11,-69,4
2388,80,-10,12,27,63,158,97,113,47,118,192,-4,55,11,3,-1,9,1,-1,10,-17,-64,1
2398,80,-11,10,29,69,159,105,123,35,125,336,8,63,12,4,-2,8,1,-1,0,-19,-59,0
2407,80,-14,8,35,78,159,114,133,29,134,144,22,107,12,5,0,9,1,2,0,-20,-53,2
2417,96,-11,9,38,87,159,122,142,23,144,16,22,76,12,4,1,8,1,-3,0,-20,-51,1
2426,96,-11,13,43,94,158,132,151,19,156,96,-11,13,43,94,158,132,151,19,156,-21,-48,-1
2436,96,-10,9,46,105,156,144,164,13,166,64,12,107,13,5,0,7,3,0,1,-16,-47,-3
2446,96,-15,8,54,116,146,155,175,12,175,176,-32,183,12,7,-2,8,2,-1,0,-11,-46,-10
2456,112,-15,14,58,122,130,166,187,11,186,144,-22,240,12,6,1,10,3,-3,1,-7,-52,-14
2465,112,-16,10,58,138,113,176,201,10,198,208,-6,263,13,6,0,11,3,0,2,-1,-64,-19
2475,112,-16,11,65,148,102,188,214,9,207,336,18,332,14,6,-1,11,1,-1,3,6,-76,-19
2484,112,-14,11,68,163,91,196,224,10,218,320,123,283,12,6,1,11,1,-1,5,14,-87,-13
2494,112,-14,8,75,184,84,202,237,9,227,208,142,219,14,6,0,12,1,1,6,17,-98,-6
2503,112,-9,14,83,199,80,206,245,10,233,160,57,178,15,4,1,9,0,0,5,18,-109,5
2513,128,-9,9,93,222,74,211,251,10,234,112,-14,151,13,3,-1,9,-3,-1,5,2,-121,12
2523,128,-10,10,96,242,66,211,256,13,240,96,-21,127,14,5,-1,9,-1,-2,7,-7,-128,21
2533,144,-6,8,106,266,62,206,257,10,237,48,13,-7,12,5,0,10,0,-2,8,-21,-133,22
2542,144,-7,2,116,289,58,201,256,12,223,160,45,-76,9,6,0,9,-2,0,8,-32,-137,24
2551,144,-12,3,124,313,56,191,252,12,199,224,41,-13,8,6,-2,18,-2,-2,9,-32,-143,15
2561,160,-16,1,133,333,50,166,240,15,171,96,55,-3,7,7,0,22,-2,0,7,-10,-140,6
2571,176,-18,1,142,359,45,145,219,11,148,48,13,3,7,7,0,24,-1,0,6,23,-143,-13
2581,192,-18,-4,148,386,36,128,209,11,128,64,-39,22,6,8,0,29,0,-1,9,62,-132,-23
2590,208,-14,-13,156,408,28,110,205,18,113,48,-31,3,6,6,-1,31,1,-3,10,82,-124,-27
2600,240,-22,-15,162,432,23,95,204,10,99,32,-19,17,5,6,0,33,-1,-2,18,101,-107,-25
2610,256,-37,-13,163,446,18,86,202,7,83,64,-1,21,5,3,0,35,-3,0,37,95,-86,-25
2624,256,-23,-20,154,448,12,81,194,8,70,262,-13,-26,150,444,11,80,191,7,68,72,-82,-23
2628,240,8,-44,140,428,8,75,180,6,59,48,18,34,6,7,-1,37,-5,-1,66,30,-79,-24
2638,240,23,-49,123,390,6,66,159,4,48,48,20,-4,20,18,0,43,8,2,92,-9,-77,-22
2648,224,37,-52,109,341,2,55,120,3,40,80,12,16,28,25,1,45,11,2,105,-39,-75,-21
2658,208,42,-29,90,263,0,43,88,1,29,80,-11,17,31,30,-1,46,18,2,111,-65,-65,-20
2667,144,13,-45,67,199,1,35,57,1,19,64,-8,5,40,34,0,47,22,4,121,-79,-62,-20
2677,96,-11,-70,36,131,1,27,43,2,9,80,5,11,46,37,1,48,24,4,128,-70,-56,-19
2686,96,-15,-85,22,63,0,17,25,1,5,80,10,9,47,37,0,48,25,5,134,-57,-57,-21
2696,64,-12,-150,3,29,0,8,12,2,2,80,7,8,51,42,-1,51,30,4,140,-33,-64,-22
2706,0,7,-196,1,20,1,3,10,1,3,80,4,9,57,41,0,47,33,4,145,-13,-73,-23
2715,-192,81,-243,1,26,0,0,8,2,3,80,6,10,61,43,1,56,35,5,149,-1,-82,-23
2725,-240,95,-60,0,25,0,1,11,3,3,80,7,11,67,45,0,56,38,6,156,12,-96,-22
2735,-160,5,-271,1,21,0,2,13,3,1,80,9,10,71,48,-1,56,39,5,160,16,-108,-17
2745,-32,-23,-167,1,21,0,2,13,2,1,80,9,9,75,49,0,59,41,5,166,15,-127,-13
2754,48,-38,-228,0,21,2,0,13,3,4,80,6,10,81,52,0,59,43,6,171,11,-132,-10
2763,80,-24,-58,1,23,1,1,13,2,3,80,7,9,86,53,-2,62,46,8,175,-3,-137,-8
2773,80,22,-89,1,20,1,1,15,2,2,80,7,9,88,54,-1,63,49,8,178,-12,-132,-6
